DefaultIndex,OLTV_Band,DTI_Class,Employment,LoanPurpose,PaymentFreq,IR_Type,Occupancy,OrigChannel,Payment,Foreigner
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=40% & <50%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=85% & <90%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=40% & <50%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=50%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=50%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=20% & <30%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=80% & <85%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=20% & <30%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=85% & <90%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=80% & <85%,>=30% & <40%,Others_UNK,Renovation_Construction,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,>=100%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=50% & <60%,>=30% & <40%,Others_UNK,Renovation_Construction,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=20% & <30%,Others_UNK,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,>=60% & <65%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=30% & <40%,Others_UNK,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=100%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=50%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Others_UNK,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=40% & <50%,Employed_Civil_Pensioner,Others_UNK,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=80% & <85%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=80% & <85%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=40% & <50%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=85% & <90%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=50%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Base level,Other_or_UNK,Other_or_UNK,Fixed instal_with protection,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=85% & <90%,>=50%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=60% & <65%,>=20% & <30%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=40% & <50%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=50%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=85% & <90%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=80% & <85%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Renovation_Construction,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=80% & <85%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=50% & <60%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,N
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,>=70% & <75%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=60% & <65%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=100%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=20% & <30%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=50% & <60%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Base level,Other_or_UNK,Other_or_UNK,Fixed instal_with protection,Y
0,>=50% & <60%,>=20% & <30%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=70% & <75%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,N
0,<40%,>=20% & <30%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=100%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=20% & <30%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=65% & <70%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=40% & <50%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,<40%,>=30% & <40%,Others_UNK,Purchase_Remortgage,Monthly_Quarterly,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Others_UNK,Purchase_Remortgage,SemiAnnually_Annually,Base level,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=70% & <75%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=85% & <90%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=75% & <80%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=90% & <95%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,SemiAnnually_Annually,Capped_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=85% & <90%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,<40%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=95% & <100%,>=30% & <40%,Employed_Civil_Pensioner,Purchase_Remortgage,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
0,>=40% & <50%,>=30% & <40%,Self_employed,Purchase_Remortgage,SemiAnnually_Annually,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
1,>=85% & <90%,>=30% & <40%,Self_employed,Renovation_Construction,Monthly_Quarterly,Fixed_IR,Other_or_UNK,Other_or_UNK,Repayment,Y
